     880      980     1711      970
    1554      675     1545      775
     766      756     1537     1618
    1616      855      755     1617
    1635      775     1626      875
    1635      775      875     1634
     635     1428      625     1427
    1184     1185      225      235
    1423      529      629     1432
     540     1432      539     1351
    1142     1143      178      278
     288     1232     1151      278
    1575      818      819     1584
    1546      776      676     1545
    1572      716      706     1491
     812     1569      813     1650
    1107      239     1108      139
     359     1215      369     1216
    1674      939     1675      839
     260      250      350     1207
     479     1387      469     1306
    1304      368      367     1223
     845     1680     1689      945
     432     1352      431     1343
    1689      856      855     1698
     845     1688      945     1689
     754     1607      755     1616
     857     1700      858     1619
     730     1594     1585      830
    1571      715     1572      705
    1417      524     1336      523
     859      860     1693     1612
     350      450     1288     1279
     897     1646     1727      887
     924     1669      824     1660
     959     1693      960      950
    1355      545      535     1356
    1513      740     1594      730
     858      859     1611     1620
     378     1223      368     1304
    1672      826      827     1663
    1573      817     1654      807
     720     1504     1495      719
     306     1248      406     1249
    1572     1581      716      715
    1603      840      839     1594
     653     1453      654     1444
     756      746     1528     1609
     566     1455     1464      565
    1577      712     1568      711
     520      620     1423     1414
     890      880     1639      790
     936     1672     1681      937
     153      163     1047     1128
     308     1170      318     1251
     162     1136      262     1137
     427     1349     1348      527
    1467      579     1468      569
     370     1297     1306      369
    1093      113      213     1092
     145     1121      144     1112
     490      400      390     1324
     170     1135      270     1144
     529     1423      629     1422
     717      727     1502     1501
      48     1034      148     1043
    1079       97       98       88
     390      400     1243     1324
    1351      540     1432      530
      59       60     1054     1045
    1304     1295      367      368
     588      587     1403     1394
    1684      849     1683      949
    1605      852     1604      842
    1449      549      548     1368
     340     1189     1198      240
    1368     1359      448      449
     545     1445     1364      544
     678     1547     1548      778
     169     1053     1134      168
     959     1702      960     1693
    1693     1702      960      860
     916      906      915     1653
     840     1684      839     1675
    1626      866      766     1627
     936      935     1671      926
     544     1444      554     1363
    1679     1598      834      844
    1583     1664      828      827
    1499      715      714     1490
     927     1672      926      936
     647     1520      747     1519
    1419     1418      515      615
     459     1368     1377      458
     640      740     1513      730
     404      405     1328      504
    1437      535      545     1356
     618      718     1494     1503
     539      529     1431     1350
    1495     1414      609      619
     927      827     1672     1673
     868     1709     1628      867
     788      888     1638     1647
     888     1646      887     1727
    1576      819     1575      809
    1600      837      737     1601
    1562     1553      684      685
    1607      845      844     1598
     908     1655      808      907
     914      814     1661     1652
     815     1652     1661      814
    1580      815     1661      814
     709     1576     1575      809
     918      928     1664      927
     613     1407      513     1408
    1502     1583      728      727
    1039      144     1030       44
     136     1024       36     1033
    1022      124       24     1013
     167      157     1133     1132
     539     1350     1431      538
    1099     1090      220      219
    1422     1341      528      529
     360     1207     1288      359
     108      107      207     1088
    1340      527     1421      528
     529     1423      519     1342
     650      640     1522     1441
     526      525     1419     1428
    1261      419      319     1252
      59     1054     1053      159
    1666      920      930      929
    1619      857      757     1610
     614     1408     1409      604
    1431      539     1440      639
     617     1421     1412      517
     540      640     1432      630
     146     1042     1033       46
     309     1171     1170      319
    1197     1196      348      248
    1187      228     1178      227
     330      430     1261      420
     540     1441      539     1432
    1214     1133      258      257
     710      809     1576      709
     640      639     1522     1441
    1180      320      319     1171
    1041     1042       46       56
      90       80      180     1072
     467      367     1304     1295
    1630      779      879     1639
    1419      515     1338      516
     169     1134     1143      168
    1088     1087      207      217
     513     1408     1417      613
    1508      635      735     1509
     647     1529     1528      747
     448     1277      348     1278
     435     1356      436     1275
    1186      326      327     1267
     618     1493      608     1494
    1248      316      416     1249
    1441     1360      539      549
    1441     1522      649      639
    1441      540     1360      550
    1023      126     1024      136
     349     1206      359     1207
     210     1090     1171      220
     249      248     1206     1125
     603      503     1408      504
    1176      216      215     1095
    1035     1026      138       38
     810      910     1657      909
     315     1256     1257      325
    1260     1251      318      319
     325     1256     1257      425
     627     1510     1511      637
     731     1586      821      721
     354     1283     1282      344
    1292      455      454     1283
    1341      529     1350      528
    1440     1359      548      549
     437     1348      537     1357
     513      613     1417     1416
    1345     1354      534      434
    1296      359      369     1297
      53     1039       54     1048
     329      429     1261     1270
    1143     1134      268      168
    1359      538      438     1350
     517     1340      417     1339
    1033      147      137     1034
     255     1212     1131      265
     366      356     1212     1213
     556     1375      456     1374
    1031     1022      134       34
    1256      325      324     1265
    1012      124     1013       24
     336     1275     1276      346
    1620     1539      758      768
     104      105     1085      204
    1175      215      214     1094
     549     1360     1359      449
      30     1027       39       29
    1054      160      159     1045
     335     1184      325     1265
    1274      445      345     1283
    1370      562     1371      462
    1375      467     1376      457
     744      644     1526     1517
    1423     1504      629      619
    1287      348     1206      349
      59       49     1045     1044
     204     1085     1166      205
    1094     1175      215      225
     106     1086      206     1087
     559     1449     1368      549
     149      148     1125     1044
    1501      727     1502      627
     617      607     1411     1412
     508      607     1412      507
     425     1338     1347      525
    1431      628     1512      638
     364     1211      354     1210
      11        1        2     1001
    1374     1373      555      565
     197      187     1079     1160
    1020       33       32     1029
     146     1123      156     1122
    1002      103     1083      102
    1251      309      408      308
      58     1044       59     1053
     127       27     1016     1015
    1115      137      147     1034
     112      111     1091     1010
     450      440     1360     1279
     420     1261      320     1252
    1084     1085      104      114
    1026      138       38     1025
     325     1184      324     1265
    1084     1093      114      113
    1268      337      338     1187
     206     1087      216     1168
    1192     1193      334      234
    1184      325     1175      225
     206     1086     1167      216
      73     1066       83     1065
     255     1130     1211      265
    1104      225      125     1095
     355      365     1212     1211
    1068       76     1069      176
    1457      558      658     1448
     257      267     1133     1132
     432     1262     1271      332
      45     1031       44       35
    1270      330      329     1189
    1422      518     1341      519
    1353     1272      443      433
    1014       15     1013       25
    1049      155      154     1040
     612      622     1416     1415
     418     1341     1340      518
      50     1036     1045       49
    1161      188     1080      189
     180     1144      179     1063
    1143     1142      268      278
    1288     1207      349      359
     420      520     1333      510
     332     1190      232     1181
     516     1411      506     1330
    1097     1106      228      128
     629      729     1504     1513
    1053     1054      169      159
     207      107      206     1087
     228     1098      218     1097
    1381      474      473     1390
    1309      484     1318      483
    1253      322     1262      422
    1010       21       12       11
    1097     1088      117      118
     540     1351     1360      440
    1180     1171      319      219
      12     1001        2     1002
    1101      123      223     1092
     212      112     1082     1091
     522     1415      512     1416
     332     1262      331     1181
     211     1163     1172      311
      22       21     1019       31
     592      492     1398     1397
     394     1238      294      295
    1010      121     1019       21
    1101      132     1100      232
     414      404     1328     1327
    1437      635      636     1518
     703     1569      803     1570
    1407      602      503      603
    1047      162      163     1056
    1095     1104      226      126
     302      301     1163      202
    1001      111     1010       11
    1103      224      124     1094
       3     1002       12        2
     374     1219     1220      364
    1037     1028      142      141
    1023     1104      125      126
     355      255     1202     1211
    1006       17     1007        7
     264     1139      164     1138
    1002     1001        2      102
     102        2     1002        3
     135     1103     1022      125
      22       31     1019       32
    1083      102      103      202
    1031       35     1022       34
    1120      243      244     1201
    1021      124      123     1012
      13     1002       12        3
    1021     1012       23       24
     362      462     1290     1299
    1012       24     1013       14
    1001      101        2      102
    1001      101      102     1082
    1343      521      421     1334
    1271      341      342     1190
    1001        1        2      101
     471     1298      472     1379
    1255      424      423     1336
    1271     1190      342      332
    1038      143     1039      153
    1094      225      215     1095
     927     1663     1672      827
     222     1092      212     1091
    1082      201      101      102
     514     1328      414     1337
     374      274     1220     1219
      41     1028      131       31
      22      122     1010     1011
     332     1191      232     1190
    1082      111      101      201
    1091      112      122     1092
    1010     1019      121      122
     212     1083     1082      112
     132     1109     1100      232
    1120      243     1119      143
     324     1174     1183      224
      14     1013     1004       15
    1353      433      443     1354
     313      312     1254     1173
     111     1010       11       21
     123     1093      223     1092
     612     1406     1407      602
     206     1086      205     1167
    1082      111     1001      101
     332     1191     1190      342
     402      401     1325     1244
     212     1164      202     1083
     101       11     1001        1
     143     1029       43     1030
     181     1145      171     1064
     213     1093      223     1174
    1127      261      251     1208
      12       11        2     1001
     101      111     1001       11
     111      211     1091      121
    1010      121     1091      122
    1003      103     1002        3
    1092     1011      122      123
     112     1011     1010      122
    1092      112      212     1091
     114      214     1085     1094
     142     1029     1038      143
    1031      135      134     1022
     112     1011      122     1092
      32     1019     1020      132
    1082      111     1091      112
     112     1001      102     1082
      13     1003     1002        3
     117     1007       17     1016
     125     1094      115     1095
      12      112     1002     1011
    1173     1174      323      313
    1020      133     1101      123
    1118      142     1109      141
    1118     1037      142      141
     544     1354     1363      444
    1337      514     1328      515
     132     1100      122     1101
      22     1010       12     1011
    1001     1010       12       11
      12     1010      112     1011
      12     1001      112     1010
     112      111     1010     1001
    1082      111      112     1001
